Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
The special effects are good without detracting from the story or closing the viewers off from their own imaginations.,0.078228,0.050977,0.420768,0.067716,0.406438,Fear
It would have been very easy to inject an overload of SFX in this film but it would have totally destroyed its entire Raison Detre.,0.390993,0.357307,0.13771,0.02791,0.264038,Anger
The settings and camera work are of a very high standard in this movie and complement the fine wardrobe and historical accuracy.,0.090887,0.114502,0.113281,0.383752,0.179596,Joy
Ira Levins Deathtrap is one of those mystery films in the tradition of Sleuth that would be very easy to spoil given any real examination of the plot of the film.,0.24104,0.340182,0.202402,0.156001,0.099788,Disgust
Director Sidney Lumet no stranger to film is quite good for the most part in creating the tension the film needs to motor on.,0.095824,0.18037,0.090382,0.425219,0.09981,Joy
The dialog is quick fresh and witty.,0.063102,0.027178,0.041441,0.67456,0.076373,Joy
Michael Caine excels in roles like these.,0.080691,0.152589,0.063867,0.397237,0.187514,Joy
Christopher Reeve is serviceable and actually grows on you the more you see him act.,0.18151,0.300983,0.034866,0.348986,0.068036,Joy
Irene Worth stands out as the funny psychic.,0.07076,0.092489,0.020727,0.662752,0.050322,Joy
But why quibble with an obvious attempt to bribe its male viewers when nothing will change it now Deathtrap is funny sophisticated witty and classy.,0.086699,0.305569,0.054129,0.173981,0.348415,Sadness
Isabel Allendes magical lyrical novel about three generations of an aristocratic South American family was vandalized.,0.051437,0.244633,0.006859,0.33265,0.252432,Joy
To my disappointment I had not missed a thing.,0.047406,0.068618,0.156052,0.003814,0.794345,Sadness
None among Meryl Streep Jeremy Irons Glenn Close and Vanessa Redgrave could wiggle free of the trap set for them by director Bille August.,0.159197,0.169192,0.152447,0.155926,0.351253,Sadness
All of them looked perfectly stiff and resigned as if by putting forth as little effort as possible they expected to fade unnoticed into lovely period sets.,0.256219,0.075627,0.120262,0.34228,0.116743,Joy
Yes the film was art directed within an inch of its life.,0.036453,0.050104,0.05539,0.636872,0.092158,Joy
Curious that the production designer was permitted the gaffe of placing KFC products prominently in a scene that occurs circa 1970years before KFC came into being.,0.144898,0.14626,0.060697,0.215332,0.367156,Sadness
Back then it was known by its original name Kentucky Fried Chicken.,0.050921,0.282959,0.074639,0.073553,0.543573,Sadness
Even pardoning that what on earth is Kentucky Fried Chicken doing in a military dictatorship in South America in 1970 American fast food chains did not hit South America until the early 1980s.,0.146016,0.647502,0.071784,0.005285,0.292641,Disgust
The House of the Spirits should have been the motion picture event of 1993.,0.054954,0.064541,0.338389,0.121055,0.384682,Sadness
Because it was so clubfooted and slavishly faithful to its vague idea of what the novel represented Miramax had to market it as an art film.,0.33456,0.480928,0.162079,0.07933,0.06668,Disgust
As a result it was neither event nor art.,0.128428,0.122562,0.075717,0.383469,0.176631,Joy
And for that Isabel Allende should have pressed charges for rape.,0.391436,0.733991,0.052609,0.000651,0.026489,Disgust
A found tape about 3 guys having fun torturing a woman in several inhuman ways.,0.109576,0.476921,0.083404,0.055618,0.370777,Disgust
First of all the acting made this short not scary at all the woman seemed to have orgasms not suffering.,0.094284,0.14683,0.608557,0.030249,0.217284,Fear
Some of the punishments were so ridiculous whats shocking about throwing some meat or spin her in a chair If you are shooting a nonsense tape at least make it good.,0.581479,0.494587,0.012317,0.002145,0.125329,Anger
The only part to remark is the end the hammered hand and the pierced eye the rest of the film is really poor.,0.114274,0.295295,0.241207,0.018687,0.470764,Sadness
To end the boredom the supposed story about the tape being investigated extra bullshit.,0.49287,0.207868,0.055952,0.004438,0.421391,Anger
999 pure crap.,0.537308,0.052214,0.241076,0.006989,0.325546,Anger
And the other .,0.170852,0.132864,0.169519,0.17763,0.315218,Sadness
001 was a brief moment where I thought the blond chick was going to disrobe.,0.077069,0.051469,0.189251,0.087145,0.57752,Sadness
The dialogue was legendarily bad.,0.19625,0.12468,0.393321,0.000386,0.446473,Sadness
The action sucked and there was no sex the afore mentioned blond chick is modestly dressed alas the whole movie.,0.223821,0.160918,0.240469,0.070911,0.38303,Sadness
The CGI had the dubious honor of being the worst Ive ever seen on film and the anachronisms were numerous and glaring.,0.246175,0.375117,0.161386,0.094646,0.212441,Disgust
Acting was mediocre even from Ben Cross and Marina Sirtis the only names in this movie.,0.069692,0.229015,0.116868,0.212418,0.307759,Sadness
And Marina Sirtis looked really really bad.,0.23514,0.232945,0.281271,0.010005,0.415327,Sadness
Ive seen high school plays more capably produced.,0.028385,0.147744,0.072079,0.288547,0.335225,Sadness
This is the kind of movie that MST3K thrived on.,0.065686,0.141983,0.028174,0.554737,0.089322,Joy
Heads should roll at SciFi for allowing this steaming pile on the air.,0.541191,0.40908,0.164968,0.021397,0.073293,Anger
San Francisco is a big city with great acting credits.,0.044969,0.047574,0.082646,0.41219,0.252045,Joy
In this one the filmmakers made no attempt to use the city.,0.173554,0.170907,0.140866,0.072164,0.497174,Sadness
They didnt even manage the most basic of realistic details.,0.174868,0.226962,0.094003,0.020056,0.603662,Sadness
So I would not recommend it to anyone on the basis of being a San Francisco movie.,0.137782,0.219506,0.149844,0.150669,0.339153,Sadness
It detracts but the acting was always competent.,0.29405,0.074389,0.114147,0.098763,0.43884,Sadness
The stories seemed to be shot in three distinct styles at least in the beginning.,0.13538,0.199709,0.175146,0.013577,0.600743,Sadness
The Chinatown story was the most effective and interesting.,0.09767,0.03693,0.035114,0.477921,0.198101,Joy
The plot is weak ripped scene for scene from classy Hong Kong action movies.,0.187091,0.294062,0.074128,0.003112,0.597305,Sadness
The originals had a lot more tension and emotional resonance they were framed and paced better.,0.0499,0.024373,0.055627,0.438023,0.259551,Joy
But the acting is fun and we get to see James Hong and other luminaries.,0.017533,0.04103,0.021201,0.745084,0.071131,Joy
The white boy intro was pointless.,0.202871,0.340676,0.108969,0.038121,0.436843,Sadness
I think the filmmakers didnt know what to do with it so they left it loosely structured and cut it down.,0.156086,0.119662,0.261351,0.002983,0.595545,Sadness
The father is an odd attempt at a Berkeley liberal  really folks everyone knows its not groovy to live in the ghetto  but his segments are the most humorous.,0.118159,0.328687,0.125898,0.046243,0.478109,Sadness
They threw away some good opportunities.,0.270635,0.21865,0.00688,0.081512,0.478534,Sadness
Educated and embittered on the West Coast a yuppie jerk here is a different kind of yuppie jerk than they make in New York.,0.217482,0.112805,0.050863,0.255176,0.288783,Sadness
They are equally intolerable but always distinguishable.,0.28553,0.065396,0.116397,0.119063,0.414037,Sadness
That would have been interesting.,0.143666,0.041139,0.062443,0.403454,0.209708,Joy
this was not.,0.171227,0.131477,0.172706,0.172181,0.321531,Sadness
The Hunters Point intro was the most disappointing.,0.089385,0.228655,0.080329,0.004999,0.709092,Sadness
It was the most derivative of the three and stylistically the most distant from San Francisco.,0.224356,0.17713,0.139365,0.140883,0.332958,Sadness
Youve seen it done before and youve seen it done better.,0.034599,0.043672,0.040182,0.643685,0.105833,Joy
about ten minutes before the ending.,0.198815,0.113285,0.1746,0.068473,0.496014,Sadness
Good concept placed in the wrong hands.,0.080866,0.234032,0.146696,0.281675,0.17807,Joy
PS there is a missing minority here see if you can guess which one.,0.088209,0.029298,0.31197,0.006277,0.647038,Sadness
I was pretty young when this came out in the US but I recorded it from TV and watched it over and over again until I had the whole thing memorized.,0.127894,0.09511,0.029925,0.400859,0.213387,Joy
To this day I still catch myself quoting it.,0.060821,0.094478,0.050726,0.359949,0.288085,Joy
The show itself was hilarious and had many famous characters from Frank Sinatra to Sylvester Stallone to Mr. The voices were great and sounded just like the characters they were portraying.,0.045292,0.0437,0.036366,0.679385,0.07825,Joy
The puppets were also well done although a little creepy.,0.040989,0.033632,0.607263,0.137079,0.126848,Fear
I was surprised to find out just recently that it was written by Rob Grant and Doug Naylor of Red Dwarf a show that I also enjoy very much.,0.085467,0.205193,0.104876,0.450104,0.051207,Joy
Like another person had written in a comment earlier I too was robbed of this great show by a friend who borrowed it and never returned it.,0.348766,0.322092,0.139039,0.119301,0.147632,Anger
I sure wish there was enough demand for this show to warrant a DVD release but I dont think enough people have heard of it.,0.203655,0.088678,0.217634,0.022723,0.568282,Sadness
Oh well maybe Ill try ebay.,0.147945,0.055405,0.338886,0.010999,0.553078,Sadness
The hip hop rendition of a mos def performance according to the films musical credits.,0.0598,0.083348,0.098177,0.312345,0.3068,Joy
they take on the haunting as so many of us can sit back and be angry.,0.876333,0.103129,0.052544,0.002036,0.074102,Anger
Live Wire Snap by Mos Def where can it be founddesperate to find it medically unable to serve.,0.161759,0.211382,0.125645,0.012558,0.613391,Sadness
Oscar Wildes comedy of manners perhaps the wittiest play ever written is all but wrecked at the hands of a secondrate cast.,0.215863,0.311209,0.193026,0.147316,0.164878,Disgust
Sanders is as one would expect casually indolently brilliant in the role of Lord Darlington but the rest of the cast makes the entire procedure a waste of time.,0.254843,0.623646,0.061199,0.033478,0.17826,Disgust
Jean Crain attempts a stage accent in alternate sentences and the other members of the cast seem to believe this is a melodrama and not a comedy.,0.148163,0.178446,0.100788,0.009038,0.67763,Sadness
indeed the entire production has bookends that reduce it to tragedy  doubtless the Hays office insisted.,0.227155,0.315624,0.38768,0.013969,0.243226,Fear
Premingers direction seems to lie mostly in making sure that there are plenty of servants about and even the music seems banal.,0.154113,0.216738,0.096209,0.033794,0.5923,Sadness
Stick with the visually perfect silent farce as directed by Lubitsch or even the 2004 screen version with Helen Hunt as Mrs. or try reading the play for the pleasure of the words.,0.146033,0.046273,0.030876,0.429196,0.208442,Joy
But skip this version.,0.074804,0.179135,0.261803,0.046548,0.504444,Sadness
I dont like grade inflation but I just had to give this a 10.,0.244557,0.280207,0.360507,0.003658,0.311925,Fear
I cant think of anything I didnt like about it.,0.22949,0.206737,0.245342,0.004748,0.484664,Sadness
I saw it last night and woke up today thinking about it.,0.074629,0.169228,0.281077,0.042329,0.505354,Sadness
A story I found worth watching and with o fistfight scenes or guns going off or anything of the sort Imagine thatAll the characters seemed welldeveloped .,0.105318,0.543798,0.08356,0.043215,0.331677,Disgust
