Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
I remember seeing this in a the Salem movie theater where I used to attend Kiddie Matines almost every Saturday in Dayton Ohio when I was a young boy and have never forgotten it.,0.048162,0.222644,0.203182,0.242028,0.210229,Joy
It simply amazed me and my friends.,0.166656,0.124971,0.147132,0.179337,0.334772,Sadness
I do wish there were some way I could see it again I have tried to find some compilation of shorts or something like that to no avail.,0.078537,0.093806,0.243692,0.038168,0.60027,Sadness
I only recently discovered that it was a Cousteau film and that blew my mind even more.,0.112866,0.299414,0.111134,0.208127,0.233,Disgust
How the heck he accomplished this is beyond my understanding.,0.174721,0.219002,0.095287,0.366864,0.068434,Joy
The fish is ACTUALLY IN THE CATS MOUTH at one point if I remember correctly If anyone could help me find a way to see it again I would be extremely grateful.,0.030673,0.229348,0.057401,0.393909,0.168122,Joy
I read the novel some years ago and I liked it a lot.,0.017573,0.105952,0.164959,0.24422,0.349133,Sadness
when I saw the movie I couldnt believe it.,0.101761,0.531251,0.115582,0.099518,0.205653,Disgust
They changed everything I liked about the novel even the plot.,0.126955,0.132464,0.124428,0.174566,0.387732,Sadness
I wonder what did Isabel Allende author say about the movie but I think it sucks.,0.223071,0.14944,0.21222,0.001271,0.570119,Sadness
The movie Gung Ho The Story of Carlsons Makin Island Raiders was made in 1943 with a view to go up the moral of American people at the duration of second world war.,0.159993,0.464025,0.0598,0.08089,0.311309,Disgust
It shows with the better way that the cinema can constitute body of propaganda.,0.085364,0.084736,0.047467,0.596974,0.069075,Joy
The value of this film is only collection and no artistic.,0.059929,0.164353,0.052443,0.357419,0.237283,Joy
In a film of propaganda it is useless to judge direction and actors.,0.650319,0.178732,0.1139,0.030415,0.171259,Anger
Watch that movie if you are interested to learn how propaganda functions in the movies or if you are a big fun of Robert Mitchum who has a small role in the film.,0.061285,0.092277,0.03732,0.52284,0.145385,Joy
If you want to see a film for the second world war they exist much better and objective.,0.063867,0.189324,0.092193,0.223504,0.346348,Sadness
I rated it 410.,0.243041,0.759454,0.10017,0.004411,0.069989,Disgust
60 minutes in the beautiful Christina Galbo tries to escape the isolated boarding school shes brought to at the beginning of the movie.,0.097348,0.023097,0.177087,0.292516,0.279025,Joy
Is she running from some kind of fate too horrible to contemplate a monster blackgloved killer or supernatural evil No shes running from a bunch of bullies.,0.21511,0.414198,0.199026,0.001041,0.374138,Disgust
We know something is off because girls are reported missing but we never get the foreboding mysterious atmosphere that says something is seriously fcking wrong here man.,0.138703,0.312899,0.154945,6.2e-05,0.56023,Sadness
None of the aetherial beauty and longing of PICNIC AT HANGING ROCK to be found here.,0.036711,0.022746,0.036619,0.714264,0.076165,Joy
Its all a bit clumsy and aimless with no real sense of urgency or direction.,0.240272,0.206524,0.070605,0.005703,0.619837,Sadness
A number of people are presented as suspects but theres little reason to care for the identity of a killer that goes unnoticed by the characters inside the movie.,0.144836,0.291763,0.183153,0.002464,0.542741,Sadness
I like the first kill the image of a knife hitting target superimposed over the anguished face of the victim as a lullaby chimes in the background but the rest is too inconsequential for my taste.,0.385372,0.371794,0.25731,0.009025,0.198926,Anger
I have to say Serrador did much better with the killing children and paranoia du soleil of WHO CAN KILL A CHILD.,0.265271,0.32234,0.215525,0.005271,0.389232,Sadness
Nacho Vigalondo is very famous in Spain.,0.164284,0.134229,0.164641,0.188848,0.307939,Sadness
He is a kind of bad showman who can make you feel sick.,0.155746,0.368934,0.333324,0.001229,0.337487,Disgust
Nacho had made some commercials in TV I remember one in which Nacho was looking for Paul Mc Carney around Madrid the commercial was about a Mc Carney CD collection.,0.085178,0.182961,0.146797,0.118508,0.455934,Sadness
This little movie is like a Nachos commercial bad storyline bad directing and awful performances.,0.179974,0.534717,0.168386,0.000439,0.316067,Disgust
I cant believe that a disgusting movie like this was in The Kodak Theater.,0.024474,0.943746,0.02545,0.002429,0.050509,Disgust
Nacho could made this movie because of his wife the producer of this 735 a woman very well connected with Spanish TV business men.,0.06612,0.307443,0.028788,0.318612,0.18704,Joy
I would say that this film gives an insight to the trauma that a young mind can face when a family is split by divorce or other disaster.,0.129975,0.250821,0.360931,0.006986,0.408041,Sadness
I would highly recommend this film especially to parents or individuals planning to have a family.,0.362041,0.244444,0.079094,0.228069,0.07874,Anger
I found the characters to be appealing and highly sympathetic from a multitude of dimensions.,0.31151,0.12133,0.260797,0.213998,0.074554,Anger
The scary monster although probably not scary to most adults has a very real hint of what the overactive imagination of a child who is facing unknown terrors might create.,0.028,0.19816,0.845874,0.004477,0.027947,Fear
I found the film to be delightful.,0.080567,0.151326,0.08658,0.441316,0.118813,Joy
The theme is similar to the recent Nowhere in Africa though the films are vastly different in scope and emphasis.,0.094592,0.204555,0.202516,0.307984,0.109509,Joy
The film is told from the perspective of an adult returning to her childhood home in a foreign country.,0.12517,0.405576,0.061367,0.051071,0.453594,Sadness
The heart of the film however revolves around Frances mother Aime Giulia Boschi and her lovehate relationship with Prote that is seething with unspoken sexual tension.,0.108852,0.151179,0.064102,0.279889,0.293835,Sadness
The household is divided into public and private spaces.,0.233492,0.452442,0.285016,0.060781,0.114647,Disgust
When a plane loses its propeller and is forced to land in the nearby mountains the crew and passengers must move into the compound until a replacement part can be located.,0.166078,0.236927,0.380906,0.005359,0.382939,Sadness
Each visitor shows their disdain for the Africans one a wealthy owner of a coffee plantation brings leftover food from the kitchen to his black mistress hiding in his room.,0.276073,0.632762,0.127125,0.041181,0.078103,Disgust
Chocolat is loosely autobiographical adapted from the childhood memories of the director and is slowly paced and as mysterious as the brooding isolation of the land on which it is filmed.,0.09826,0.195598,0.048875,0.076934,0.598915,Sadness
Denis makes her point about the effects of colonialism without preaching or romanticizing the characters.,0.13466,0.052573,0.135214,0.124811,0.51344,Sadness
There are no victims or oppressors no simplistic good guys.,0.130579,0.159504,0.473826,0.002426,0.385843,Fear
Prote is a servant but he is also a protector as when he stands guard over the bed where Aime and her daughter sleep to protect them from a rampaging hyena.,0.155441,0.425021,0.119906,0.061949,0.338902,Disgust
It is a sad fact that Prote is treated as a boy and not as a man but Bankol imbues his character with such dignity and stature that it lessens the pain.,0.037454,0.06605,0.067495,0.000402,0.892556,Sadness
Because of its pace Western audiences may have to work hard to fully appreciate the film and Denis does not in Roger Eberts phrase coach our emotions.,0.1942,0.050911,0.122816,0.343511,0.176079,Joy
The truth of Chocolat lies in the gestures and glances that touch the silent longing of our heart.,0.085026,0.108437,0.085981,0.071664,0.648989,Sadness
Truly this is a heartwarming film.,0.038384,0.173094,0.043526,0.541527,0.082076,Joy
It won the George Peobody Award winning over Roots so that may tell you something of the essence of this film.,0.110056,0.107695,0.089753,0.561284,0.025843,Joy
I would love to have his only granddaughters my daughters see this film as well as to pass this wonderful story on to his greatgrandsons.,0.019742,0.066172,0.009647,0.802294,0.029275,Joy
My oldest daughter was seven years old at the time it was aired on television and I since have been looking forward to seeing it again.,0.068883,0.139294,0.075085,0.40572,0.182487,Joy
One of my friends said it was her favorite movie.,0.078704,0.024659,0.047084,0.4505,0.234959,Joy
I wont spoil this movie for you.,0.167996,0.186609,0.292401,0.000687,0.512637,Sadness
Henri Verneuils film may be not so famous as Parallax View 3 Days of the Condor or JFK but it is certainly not worse and sometimes even better than these classic representatives of the genre.,0.109491,0.147408,0.092305,0.301446,0.24369,Joy
Action takes place in fictional western state where fictional president has been killed.,0.307756,0.382246,0.208259,0.011279,0.29531,Disgust
After several years of investigation special government commission decides that president was killed by a lone gunman.,0.333559,0.477008,0.07224,0.009591,0.309742,Disgust
But one man  prosecutor Volney played by Yves Montand  thinks theres something more to be investigated and so the film starts.,0.066329,0.247923,0.120418,0.270043,0.222161,Joy
This movie doesnt deal with some exact theories but it embraces the whole structure of relationship between government and society in todays world.,0.206562,0.531482,0.097396,0.12374,0.098549,Disgust
Such film could be made only in the 1970ies but it will never lose its actuality.,0.170181,0.17714,0.130805,0.197091,0.290955,Sadness
Furthermore its even a bit frightful how precise are its oracles.,0.322959,0.228935,0.092631,0.117983,0.28407,Anger
10 out of 10.,0.171227,0.131477,0.172706,0.172181,0.321531,Sadness
When originally screened in America in 1972 The Night Stalker became the highest rated madeforT.,0.411016,0.401561,0.244657,0.005056,0.170883,Anger
movie in history.,0.052582,0.10918,0.24162,0.188531,0.334328,Sadness
Based on Jeff Rices unpublished novel it told how a fearless investigative reporter named Carl Kolchak  the late Darren McGavin  discovered the existence of a vampire in modernday Las Vegas.,0.178263,0.416882,0.173368,0.079748,0.245546,Disgust
When it arrived on British television four years later it did not quite have the same impact but my friends were talking about it at school on Monday morning as indeed was I. We all agreed that it was one of the most exciting things we had seen.,0.047559,0.021809,0.104589,0.580358,0.10339,Joy
I did not know of the existence of The Night Strangler until it turned up nearly a decade later.,0.13633,0.06813,0.545405,0.021623,0.33034,Fear
who screened the Kolchak movies had apparently decided to pass on the spinoff series.,0.104816,0.109395,0.052272,0.037123,0.740092,Sadness
I could not even purchase the Jeff Rice novels.,0.166442,0.209116,0.110911,0.018729,0.607985,Sadness
Then something wonderful happened.,0.05229,0.014215,0.055747,0.731923,0.045115,Joy
In 1990 B. 2 put out the show as part of a latenight Friday series devoted to the supernatural called Mystery Train hosted by Richard OBrian.,0.187086,0.148267,0.055471,0.174877,0.388653,Sadness
Kolchak found himself rubbing shoulders with the likes of The Brain Eaters and Earth Vs.,0.231283,0.088922,0.325057,0.02994,0.432403,Sadness
